Year,Spouse_Type,Age_Group,Education_Level,Marriage_Count
2018,,20 - 24세,대학(교),8000
2018,,20 - 24세,대학원 이상,167
2018,,25 - 29세,초등학교,143
2018,,25 - 29세,중학교,995
2018,,25 - 29세,고등학교,13440
2018,,25 - 29세,대학(교),66629
2018,,25 - 29세,대학원 이상,5297
2018,,30 - 34세,초등학교,192
2018,,30 - 34세,중학교,933
2018,,30 - 34세,고등학교,11610
2018,,30 - 34세,대학(교),52320
2018,,30 - 34세,대학원 이상,7665
2018,,35 - 39세,초등학교,163
2018,,35 - 39세,중학교,640
2018,,35 - 39세,고등학교,8537
2018,,35 - 39세,대학(교),17143
2018,,35 - 39세,대학원 이상,2965
2019,,20 - 24세,초등학교,38
2019,,20 - 24세,중학교,351
2019,,20 - 24세,고등학교,3595
2019,,20 - 24세,대학(교),1621
2019,,20 - 24세,대학원 이상,55
2019,,25 - 29세,초등학교,68
2019,,25 - 29세,중학교,522
2019,,25 - 29세,고등학교,13031
2019,,25 - 29세,대학(교),31675
2019,,25 - 29세,대학원 이상,2587
2019,,30 - 34세,초등학교,97
2019,,30 - 34세,중학교,560
2019,,30 - 34세,고등학교,13728
2019,,30 - 34세,대학(교),56164
2019,,30 - 34세,대학원 이상,7824
2019,,35 - 39세,초등학교,134
2019,,35 - 39세,중학교,670
2019,,35 - 39세,고등학교,10763
2019,,35 - 39세,대학(교),27358
2019,,35 - 39세,대학원 이상,4059
2019,,20 - 24세,초등학교,100
2019,,20 - 24세,중학교,784
2019,,20 - 24세,고등학교,7415
2019,,20 - 24세,대학(교),6763
2019,,20 - 24세,대학원 이상,152
2019,,25 - 29세,초등학교,92
2019,,25 - 29세,중학교,817
2019,,25 - 29세,고등학교,12254
2019,,25 - 29세,대학(교),59490
2019,,25 - 29세,대학원 이상,4733
2019,,30 - 34세,초등학교,151
2019,,30 - 34세,중학교,816
2019,,30 - 34세,고등학교,9913
2019,,30 - 34세,대학(교),48661
2019,,30 - 34세,대학원 이상,7137
2019,,35 - 39세,초등학교,136
2019,,35 - 39세,중학교,644
2019,,35 - 39세,고등학교,7716
2019,,35 - 39세,대학(교),16377
2019,,35 - 39세,대학원 이상,3055
2020,,20 - 24세,초등학교,15
2020,,20 - 24세,중학교,283
2020,,20 - 24세,고등학교,2964
2020,,20 - 24세,대학(교),1334
2020,,20 - 24세,대학원 이상,51
2020,,25 - 29세,초등학교,45
2020,,25 - 29세,중학교,475
2020,,25 - 29세,고등학교,12349
2020,,25 - 29세,대학(교),28571
2020,,25 - 29세,대학원 이상,2232
2020,,30 - 34세,초등학교,66
2020,,30 - 34세,중학교,477
2020,,30 - 34세,고등학교,12178
2020,,30 - 34세,대학(교),51406
2020,,30 - 34세,대학원 이상,7150
2020,,35 - 39세,초등학교,81
2020,,35 - 39세,중학교,534
2020,,35 - 39세,고등학교,8620
2020,,35 - 39세,대학(교),23219
2020,,35 - 39세,대학원 이상,3500
2020,,20 - 24세,초등학교,55
2020,,20 - 24세,중학교,538
2020,,20 - 24세,고등학교,5635
2020,,20 - 24세,대학(교),5290
2020,,20 - 24세,대학원 이상,112
2020,,25 - 29세,초등학교,69
2020,,25 - 29세,중학교,619
2020,,25 - 29세,고등학교,10820
2020,,25 - 29세,대학(교),53637
2020,,25 - 29세,대학원 이상,4064
2020,,30 - 34세,초등학교,115
2020,,30 - 34세,중학교,597
2020,,30 - 34세,고등학교,8253
2020,,30 - 34세,대학(교),44988
2020,,30 - 34세,대학원 이상,6503
2020,,35 - 39세,초등학교,97
2020,,35 - 39세,중학교,521
2020,,35 - 39세,고등학교,6132
2020,,35 - 39세,대학(교),14429
2020,,35 - 39세,대학원 이상,2563
2021,,20 - 24세,초등학교,20
2021,,20 - 24세,중학교,222
2021,,20 - 24세,고등학교,2578
2021,,20 - 24세,대학(교),1113
2021,,20 - 24세,대학원 이상,39
2021,,25 - 29세,초등학교,55
2021,,25 - 29세,중학교,446
2021,,25 - 29세,고등학교,11170
2021,,25 - 29세,대학(교),24206
2021,,25 - 29세,대학원 이상,1856
2021,,30 - 34세,초등학교,66
2021,,30 - 34세,중학교,380
2021,,30 - 34세,고등학교,10736
2021,,30 - 34세,대학(교),45285
2021,,30 - 34세,대학원 이상,6057
2021,,35 - 39세,초등학교,99
2021,,35 - 39세,중학교,442
2021,,35 - 39세,고등학교,7282
2021,,35 - 39세,대학(교),20657
2021,,35 - 39세,대학원 이상,3088
2021,,20 - 24세,초등학교,53
2021,,20 - 24세,중학교,371
2021,,20 - 24세,고등학교,4457
2021,,20 - 24세,대학(교),4256
2021,,20 - 24세,대학원 이상,112
2021,,25 - 29세,초등학교,81
2021,,25 - 29세,중학교,508
2021,,25 - 29세,고등학교,9371
2021,,25 - 29세,대학(교),45072
2021,,25 - 29세,대학원 이상,3263
2021,,30 - 34세,초등학교,78
2021,,30 - 34세,중학교,468
2021,,30 - 34세,고등학교,7082
2021,,30 - 34세,대학(교),41799
2021,,30 - 34세,대학원 이상,5716
2021,,35 - 39세,초등학교,107
2021,,35 - 39세,중학교,469
2021,,35 - 39세,고등학교,5313
2021,,35 - 39세,대학(교),13060
2021,,35 - 39세,대학원 이상,2263
2022,,20 - 24세,초등학교,17
2022,,20 - 24세,중학교,233
2022,,20 - 24세,고등학교,2332
2022,,20 - 24세,대학(교),1107
2022,,20 - 24세,대학원 이상,54
2022,,25 - 29세,초등학교,50
2022,,25 - 29세,중학교,381
2022,,25 - 29세,고등학교,10363
2022,,25 - 29세,대학(교),21445
2022,,25 - 29세,대학원 이상,1732
2022,,30 - 34세,초등학교,39
2022,,30 - 34세,중학교,367
2022,,30 - 34세,고등학교,10751
2022,,30 - 34세,대학(교),43319
2022,,30 - 34세,대학원 이상,5982
2022,,35 - 39세,초등학교,65
2022,,35 - 39세,중학교,403
2022,,35 - 39세,고등학교,6815
2022,,35 - 39세,대학(교),20609
2022,,35 - 39세,대학원 이상,3348
2022,,20 - 24세,초등학교,48
2022,,20 - 24세,중학교,463
2022,,20 - 24세,고등학교,4520
2022,,20 - 24세,대학(교),3993
2022,,20 - 24세,대학원 이상,125
2022,,25 - 29세,초등학교,53
2022,,25 - 29세,중학교,473
2022,,25 - 29세,고등학교,9258
2022,,25 - 29세,대학(교),40082
2022,,25 - 29세,대학원 이상,3122
2022,,30 - 34세,초등학교,82
2022,,30 - 34세,중학교,487
2022,,30 - 34세,고등학교,7028
2022,,30 - 34세,대학(교),42478
2022,,30 - 34세,대학원 이상,5932
2022,,35 - 39세,초등학교,100
2022,,35 - 39세,중학교,452
2022,,35 - 39세,고등학교,4830
2022,,35 - 39세,대학(교),13134
2022,,35 - 39세,대학원 이상,2468
2023,,20 - 24세,초등학교,10
2023,,20 - 24세,중학교,195
2023,,20 - 24세,고등학교,2219
2023,,20 - 24세,대학(교),973
2023,,20 - 24세,대학원 이상,31
2023,,25 - 29세,초등학교,42
2023,,25 - 29세,중학교,354
2023,,25 - 29세,고등학교,9572
2023,,25 - 29세,대학(교),19591
2023,,25 - 29세,대학원 이상,1550
2023,,30 - 34세,초등학교,51
2023,,30 - 34세,중학교,373
2023,,30 - 34세,고등학교,11026
2023,,30 - 34세,대학(교),44047
2023,,30 - 34세,대학원 이상,5963
2023,,35 - 39세,초등학교,70
2023,,35 - 39세,중학교,397
2023,,35 - 39세,고등학교,6202
2023,,35 - 39세,대학(교),21349
2023,,35 - 39세,대학원 이상,3427
2023,,20 - 24세,초등학교,48
2023,,20 - 24세,중학교,455
2023,,20 - 24세,고등학교,4429
2023,,20 - 24세,대학(교),3529
2023,,20 - 24세,대학원 이상,112
2023,,25 - 29세,초등학교,70
2023,,25 - 29세,중학교,514
2023,,25 - 29세,고등학교,8595
2023,,25 - 29세,대학(교),37543
2023,,25 - 29세,대학원 이상,2882
2023,,30 - 34세,초등학교,98
2023,,30 - 34세,중학교,538
2023,,30 - 34세,고등학교,6993
2023,,30 - 34세,대학(교),44804
2023,,30 - 34세,대학원 이상,6049
2023,,35 - 39세,초등학교,123
2023,,35 - 39세,중학교,466
2023,,35 - 39세,고등학교,4446
2023,,35 - 39세,대학(교),13752
2023,,35 - 39세,대학원 이상,2472
